rank,O score,matrix,c1,m1,c2,m2
245,2.01237206407444,"         114       99
265 7.65E+01 1.03E+02
381 8.73E+01 9.41E+01",114,381,99,265
246,2.0123673364469474,"         114       99
370 7.14E+01 9.86E+01
398 8.59E+01 9.49E+01",114,398,99,370
247,2.0123636328780092,"         114       NP
294 7.30E+01 8.65E+01
366 7.01E+01 1.04E+02",114,294,NP,366
248,2.0123510345135847,"         114       86
370 7.14E+01 1.05E+02
401 8.64E+01 1.01E+02",114,401,86,370
249,2.0123507243160463,"         114      128
348 8.12E+01 9.39E+01
363 7.00E+01 1.01E+02",114,348,128,363
250,2.012349898900455,"         114      128
363 7.00E+01 1.01E+02
403 8.38E+01 9.68E+01",114,403,128,363
251,2.012347268046117,"         114       79
373 7.17E+01 1.05E+02
383 8.62E+01 1.01E+02",114,383,79,373
252,2.0123253975018227,"         114      128
373 7.17E+01 9.73E+01
381 8.73E+01 9.48E+01",114,381,128,373
253,2.0123141702709093,"         114       79
333 8.24E+01 1.02E+02
363 7.00E+01 1.09E+02",114,333,79,363
254,2.0123136970035578,"         114       99
260 7.36E+01 9.91E+01
381 8.73E+01 9.41E+01",114,381,99,260
255,2.012311292105219,"         101      114
366 9.34E+01 7.01E+01
393 9.02E+01 8.45E+01",101,366,114,393
256,2.012311016249681,"         114       99
363 7.00E+01 1.01E+02
406 8.32E+01 9.65E+01",114,406,99,363
257,2.0123081682795694,"         114       79
390 8.63E+01 1.01E+02
452 7.23E+01 1.06E+02",114,390,79,452
258,2.0123071877095366,"         114       99
348 8.12E+01 9.42E+01
363 7.00E+01 1.01E+02",114,348,99,363
259,2.0122858778249477,"         114       99
297 8.36E+01 9.21E+01
371 7.13E+01 9.81E+01",114,297,99,371
260,2.0122570072777535,"         101      114
370 9.34E+01 7.14E+01
384 9.14E+01 8.73E+01",101,370,114,384
261,2.012250243070432,"         101      114
375 9.33E+01 7.12E+01
398 9.02E+01 8.59E+01",101,375,114,398
262,2.012249750205674,"         114       99
278 7.82E+01 1.05E+02
381 8.73E+01 9.41E+01",114,381,99,278
263,2.012246959680926,"         114       NP
366 7.01E+01 1.04E+02
382 8.34E+01 9.90E+01",114,382,NP,366
264,2.012245880738196,"         114       78
383 8.62E+01 9.76E+01
454 7.20E+01 1.02E+02",114,383,78,454
265,2.0122322520131637,"         114      128
366 7.01E+01 1.00E+02
400 8.44E+01 9.68E+01",114,400,128,366
266,2.012226627773695,"         114       99
363 7.00E+01 1.01E+02
386 8.14E+01 9.45E+01",114,386,99,363
267,2.0122232364981048,"         114       86
297 8.36E+01 9.90E+01
371 7.13E+01 1.05E+02",114,297,86,371
268,2.0122202870211408,"         101      114
363 9.52E+01 7.00E+01
380 9.04E+01 8.30E+01",101,363,114,380
269,2.012204642329953,"         114      128
366 7.01E+01 1.00E+02
417 8.38E+01 9.62E+01",114,417,128,366
270,2.0122011252962237,"         114       79
37  7.06E+01 1.04E+02
383 8.62E+01 1.01E+02",114,383,79,37
271,2.012195807442205,"         101      114
363 9.52E+01 7.00E+01
392 9.08E+01 8.33E+01",101,363,114,392
272,2.0121948407987142,"         114       78
264 7.56E+01 1.10E+02
305 8.04E+01 9.38E+01",114,305,78,264
273,2.0121909268925737,"         114       78
383 8.62E+01 9.76E+01
450 7.12E+01 1.01E+02",114,383,78,450
274,2.01218857789408,"         114      128
363 7.00E+01 1.01E+02
405 8.34E+01 9.66E+01",114,405,128,363
275,2.0121840307246748,"         104      114
261 1.02E+02 7.36E+01
316 8.80E+01 7.91E+01",104,261,114,316
276,2.012182683402175,"         114       86
366 7.01E+01 1.04E+02
390 8.63E+01 1.03E+02",114,390,86,366
277,2.012181174257293,"         101      114
363 9.52E+01 7.00E+01
389 8.97E+01 8.23E+01",101,363,114,389
278,2.012180731573551,"         114      128
261 7.36E+01 1.04E+02
391 8.49E+01 9.57E+01",114,391,128,261
279,2.0121794746820765,"         114       NP
366 7.01E+01 1.04E+02
393 8.45E+01 1.00E+02",114,393,NP,366
280,2.0121783922412577,"         114       99
363 7.00E+01 1.01E+02
408 8.37E+01 9.72E+01",114,408,99,363
281,2.0121731928710584,"         114       99
373 7.17E+01 9.64E+01
381 8.73E+01 9.41E+01",114,381,99,373
282,2.0121710898725835,"         114       79
328 8.19E+01 1.02E+02
363 7.00E+01 1.09E+02",114,328,79,363
283,2.0121664267492005,"         104      114
261 1.02E+02 7.36E+01
328 9.11E+01 8.19E+01",104,261,114,328
284,2.012154817556243,"         114       99
371 7.13E+01 9.81E+01
383 8.62E+01 9.50E+01",114,383,99,371
285,2.012153023789589,"         114       99
370 7.14E+01 9.86E+01
390 8.63E+01 9.55E+01",114,390,99,370
286,2.0121498120332015,"         114       78
370 7.14E+01 1.01E+02
383 8.62E+01 9.76E+01",114,383,78,370
287,2.012149191805395,"         114       79
297 8.36E+01 9.92E+01
458 7.13E+01 1.06E+02",114,297,79,458
288,2.012129180109569,"         114       99
261 7.36E+01 1.02E+02
397 8.46E+01 9.39E+01",114,397,99,261
289,2.012126204713585,"         114       86
373 7.17E+01 1.07E+02
390 8.63E+01 1.03E+02",114,390,86,373
290,2.0121195455984826,"         101      114
363 9.52E+01 7.00E+01
400 9.20E+01 8.44E+01",101,363,114,400
291,2.012118958377377,"         101      114
371 9.31E+01 7.13E+01
384 9.14E+01 8.73E+01",101,371,114,384
292,2.0121032578236906,"         114       78
383 8.62E+01 9.76E+01
444 7.23E+01 1.02E+02",114,383,78,444
293,2.0121032324295958,"         114       NP
366 7.01E+01 1.04E+02
411 8.62E+01 1.02E+02",114,411,NP,366
294,2.0120958800380473,"         114      128
371 7.13E+01 9.94E+01
401 8.64E+01 9.66E+01",114,401,128,371
295,2.0120916165189935,"         101      114
261 9.87E+01 7.36E+01
391 9.13E+01 8.49E+01",101,261,114,391
296,2.0120889861132945,"         114      128
261 7.36E+01 1.04E+02
394 8.28E+01 9.35E+01",114,394,128,261
297,2.0120864965108383,"         114       99
363 7.00E+01 1.01E+02
409 8.25E+01 9.59E+01",114,409,99,363
298,2.012084607163067,"         114       NP
353 8.31E+01 9.63E+01
435 7.18E+01 1.04E+02",114,353,NP,435
299,2.0120761367782136,"         114       99
311 7.64E+01 8.88E+01
363 7.00E+01 1.01E+02",114,311,99,363
300,2.012072067643896,"         101      114
305 8.61E+01 8.04E+01
366 9.34E+01 7.01E+01",101,366,114,305
301,2.0120716411239306,"         104      114
297 9.08E+01 8.36E+01
368 9.73E+01 7.19E+01",104,368,114,297
302,2.0120690407056236,"         101      114
366 9.34E+01 7.01E+01
387 8.92E+01 8.34E+01",101,366,114,387
303,2.0120575491745165,"         114      128
298 7.84E+01 9.10E+01
363 7.00E+01 1.01E+02",114,298,128,363
304,2.012057417870955,"         114       79
375 7.12E+01 1.04E+02
390 8.63E+01 1.01E+02",114,390,79,375
305,2.0120483440150236,"         114       79
390 8.63E+01 1.01E+02
444 7.23E+01 1.06E+02",114,390,79,444
306,2.0120386957890166,"         114      128
363 7.00E+01 1.01E+02
382 8.34E+01 9.67E+01",114,382,128,363
307,2.012035840068727,"         114       99
309 7.85E+01 9.13E+01
363 7.00E+01 1.01E+02",114,309,99,363
308,2.012034912916512,"         114       79
383 8.62E+01 1.01E+02
452 7.23E+01 1.06E+02",114,383,79,452
309,2.0120328263564975,"         114      128
368 7.19E+01 9.76E+01
384 8.73E+01 9.51E+01",114,384,128,368
310,2.0120320554520417,"         114       NP
297 8.36E+01 9.94E+01
366 7.01E+01 1.04E+02",114,297,NP,366
311,2.012028216609487,"         114      128
261 7.36E+01 1.04E+02
387 8.34E+01 9.43E+01",114,387,128,261
312,2.0120242289404335,"         114       79
390 8.63E+01 1.01E+02
450 7.12E+01 1.04E+02",114,390,79,450
313,2.0120168423155635,"         114      128
366 7.01E+01 1.00E+02
392 8.33E+01 9.58E+01",114,392,128,366
314,2.0120116985591947,"         101      114
375 9.33E+01 7.12E+01
383 9.07E+01 8.62E+01",101,375,114,383
315,2.0120105609213312,"         101      114
370 9.34E+01 7.14E+01
398 9.02E+01 8.59E+01",101,370,114,398
316,2.0120069942403953,"         114       99
280 7.96E+01 9.26E+01
363 7.00E+01 1.01E+02",114,280,99,363
317,2.0119863570631398,"         101      114
261 9.87E+01 7.36E+01
411 9.28E+01 8.62E+01",101,261,114,411
318,2.011983223803115,"         114       99
332 7.97E+01 9.28E+01
363 7.00E+01 1.01E+02",114,332,99,363
319,2.0119792402681784,"         114       86
381 8.73E+01 1.02E+02
455 7.16E+01 1.04E+02",114,381,86,455
320,2.0119665073657313,"         114       99
379 7.35E+01 9.86E+01
381 8.73E+01 9.41E+01",114,381,99,379
321,2.0119656968950315,"         114       79
381 8.73E+01 1.04E+02
443 7.23E+01 1.08E+02",114,381,79,443
322,2.011963013390657,"         114      128
363 7.00E+01 1.01E+02
407 8.31E+01 9.64E+01",114,407,128,363
323,2.0119593936673135,"         114       79
297 8.36E+01 9.92E+01
366 7.01E+01 1.04E+02",114,297,79,366
324,2.011956333329,"         101      114
270 9.78E+01 7.64E+01
381 8.97E+01 8.73E+01",101,270,114,381
325,2.0119550819652283,"         114       99
363 7.00E+01 1.01E+02
395 8.20E+01 9.54E+01",114,395,99,363
326,2.011923036218146,"         114       86
363 7.00E+01 1.03E+02
384 8.73E+01 1.03E+02",114,363,86,384
327,2.011920446125004,"         114      128
314 7.63E+01 8.86E+01
363 7.00E+01 1.01E+02",114,314,128,363
328,2.0119186543078627,"         114      128
373 7.17E+01 9.73E+01
384 8.73E+01 9.51E+01",114,384,128,373
329,2.011916299916331,"         114       NP
353 8.31E+01 9.63E+01
370 7.14E+01 1.03E+02",114,353,NP,370
330,2.0119158318271344,"         114       99
371 7.13E+01 9.81E+01
398 8.59E+01 9.49E+01",114,398,99,371
331,2.011908339006812,"         114       78
384 8.73E+01 1.01E+02
458 7.13E+01 1.02E+02",114,384,78,458
332,2.0119038830151497,"         114      128
363 7.00E+01 1.01E+02
408 8.37E+01 9.71E+01",114,408,128,363
333,2.011896121924558,"         114      128
370 7.14E+01 9.77E+01
390 8.63E+01 9.48E+01",114,390,128,370
334,2.011891814813401,"         114       99
363 7.00E+01 1.01E+02
415 8.30E+01 9.66E+01",114,415,99,363
335,2.011881124035099,"         114       NP
305 8.04E+01 9.35E+01
435 7.18E+01 1.04E+02",114,305,NP,435
336,2.0118745963447213,"         101      114
371 9.31E+01 7.13E+01
398 9.02E+01 8.59E+01",101,371,114,398
337,2.011869020032981,"         114       99
298 7.84E+01 9.14E+01
363 7.00E+01 1.01E+02",114,298,99,363
338,2.0118670878010114,"         114       86
375 7.12E+01 1.04E+02
401 8.64E+01 1.01E+02",114,401,86,375
339,2.0118637294503694,"         114       86
366 7.01E+01 1.04E+02
398 8.59E+01 1.03E+02",114,398,86,366
340,2.0118619000226086,"         114      128
293 7.85E+01 9.11E+01
363 7.00E+01 1.01E+02",114,293,128,363
341,2.011855034499277,"         114       99
370 7.14E+01 9.86E+01
397 8.46E+01 9.39E+01",114,397,99,370
342,2.011848529001107,"         114       86
366 7.01E+01 1.04E+02
411 8.62E+01 1.03E+02",114,411,86,366
343,2.0118414980603414,"         114       99
306 7.63E+01 8.89E+01
363 7.00E+01 1.01E+02",114,306,99,363
344,2.0118412168037607,"         114      128
363 7.00E+01 1.01E+02
413 8.28E+01 9.62E+01",114,413,128,363
345,2.0118361225925185,"         114      128
305 8.04E+01 8.85E+01
370 7.14E+01 9.77E+01",114,305,128,370
346,2.0118321157608485,"         101      114
366 9.34E+01 7.01E+01
401 9.26E+01 8.64E+01",101,366,114,401
347,2.0118311774890714,"         114       78
366 7.01E+01 1.01E+02
384 8.73E+01 1.01E+02",114,366,78,384
348,2.0118248521502387,"         114      128
366 7.01E+01 1.00E+02
416 8.34E+01 9.61E+01",114,416,128,366
349,2.011820882452097,"         114       86
368 7.19E+01 1.04E+02
381 8.73E+01 1.02E+02",114,381,86,368
350,2.011805807794367,"         114       86
373 7.17E+01 1.07E+02
398 8.59E+01 1.03E+02",114,398,86,373
351,2.0117954757046275,"         114      128
363 7.00E+01 1.01E+02
412 8.31E+01 9.65E+01",114,412,128,363
352,2.0117943097897792,"         114       NP
366 7.01E+01 1.04E+02
404 8.58E+01 1.02E+02",114,404,NP,366
353,2.011792018994522,"         114       86
373 7.17E+01 1.07E+02
411 8.62E+01 1.03E+02",114,411,86,373
354,2.011787413643719,"         114       79
375 7.12E+01 1.04E+02
383 8.62E+01 1.01E+02",114,383,79,375
355,2.0117829186106797,"         114       99
336 8.08E+01 9.42E+01
363 7.00E+01 1.01E+02",114,336,99,363
356,2.0117786921667666,"         101      114
363 9.52E+01 7.00E+01
394 9.06E+01 8.28E+01",101,363,114,394
357,2.011778050993322,"         114       79
383 8.62E+01 1.01E+02
444 7.23E+01 1.06E+02",114,383,79,444
358,2.0117771831166733,"         114       86
366 7.01E+01 1.04E+02
391 8.49E+01 1.02E+02",114,391,86,366
359,2.0117746312931195,"         101      114
370 9.34E+01 7.14E+01
383 9.07E+01 8.62E+01",101,370,114,383
360,2.0117700271909156,"         114       78
264 7.56E+01 1.10E+02
382 8.34E+01 9.77E+01",114,382,78,264
361,2.011765451472826,"         114       79
243 7.21E+01 1.05E+02
390 8.63E+01 1.01E+02",114,390,79,243
362,2.0117602880155223,"         114      128
355 7.99E+01 9.22E+01
366 7.01E+01 1.00E+02",114,355,128,366
363,2.0117602559440884,"         114       79
391 8.49E+01 1.01E+02
458 7.13E+01 1.06E+02",114,391,79,458
364,2.0117547879743505,"         114       79
363 7.00E+01 1.09E+02
393 8.45E+01 1.05E+02",114,393,79,363
365,2.011754595086393,"         114       79
383 8.62E+01 1.01E+02
450 7.12E+01 1.04E+02",114,383,79,450
366,2.011732909214852,"         114       86
369 7.30E+01 1.06E+02
381 8.73E+01 1.02E+02",114,381,86,369
367,2.0117307216249967,"         114       86
371 7.13E+01 1.05E+02
383 8.62E+01 1.02E+02",114,383,86,371
368,2.0117260417658396,"         101      114
279 9.80E+01 7.68E+01
381 8.97E+01 8.73E+01",101,279,114,381
369,2.0117209051022176,"         114       99
363 7.00E+01 1.01E+02
413 8.28E+01 9.66E+01",114,413,99,363
370,2.0117183357809245,"         114      128
316 7.91E+01 9.13E+01
366 7.01E+01 1.00E+02",114,316,128,366
371,2.011718072176372,"         114       NP
305 8.04E+01 9.35E+01
370 7.14E+01 1.03E+02",114,305,NP,370
372,2.0117129005099956,"         114       86
373 7.17E+01 1.07E+02
391 8.49E+01 1.02E+02",114,391,86,373
373,2.0117109714471826,"         114      128
313 7.77E+01 8.97E+01
366 7.01E+01 1.00E+02",114,313,128,366
374,2.011709472826264,"         114       86
297 8.36E+01 9.90E+01
363 7.00E+01 1.03E+02",114,297,86,363
375,2.0117056083422926,"         114      128
363 7.00E+01 1.01E+02
415 8.30E+01 9.65E+01",114,415,128,363
376,2.0117052676018714,"         114       99
371 7.13E+01 9.81E+01
390 8.63E+01 9.55E+01",114,390,99,371
377,2.011703949874016,"         104      114
265 1.02E+02 7.65E+01
305 8.65E+01 8.04E+01",104,265,114,305
378,2.0116982775297245,"         114       99
366 7.01E+01 9.74E+01
401 8.64E+01 9.66E+01",114,401,99,366
379,2.0116973204178485,"         114      128
297 8.36E+01 9.21E+01
370 7.14E+01 9.77E+01",114,297,128,370
380,2.01169483352072,"         114      128
366 7.01E+01 1.00E+02
406 8.32E+01 9.60E+01",114,406,128,366
381,2.011694133645748,"         114      128
366 7.01E+01 1.00E+02
389 8.23E+01 9.49E+01",114,389,128,366
382,2.011682496968749,"         114       79
316 7.91E+01 9.89E+01
363 7.00E+01 1.09E+02",114,316,79,363
383,2.011676624904681,"         114       99
363 7.00E+01 1.01E+02
412 8.31E+01 9.69E+01",114,412,99,363
384,2.0116721904225243,"         114      128
371 7.13E+01 9.94E+01
393 8.45E+01 9.49E+01",114,393,128,371
385,2.011668926129545,"         114       79
329 8.08E+01 1.01E+02
363 7.00E+01 1.09E+02",114,329,79,363
386,2.0116685540789048,"         114       NP
366 7.01E+01 1.04E+02
392 8.33E+01 9.93E+01",114,392,NP,366
387,2.0116680641129223,"         101      114
373 9.31E+01 7.17E+01
390 9.02E+01 8.63E+01",101,373,114,390
388,2.011666411702243,"         114       86
370 7.14E+01 1.05E+02
384 8.73E+01 1.03E+02",114,384,86,370
389,2.011650902320795,"         101      114
363 9.52E+01 7.00E+01
388 9.03E+01 8.24E+01",101,363,114,388
390,2.01163988410236,"         101      114
371 9.31E+01 7.13E+01
383 9.07E+01 8.62E+01",101,371,114,383
391,2.011636058730048,"         114       78
368 7.19E+01 1.01E+02
383 8.62E+01 9.76E+01",114,383,78,368
392,2.0116340518966647,"         114       99
366 7.01E+01 9.74E+01
393 8.45E+01 9.46E+01",114,393,99,366
393,2.0116292178607083,"         114      128
353 8.31E+01 9.67E+01
363 7.00E+01 1.01E+02",114,353,128,363
394,2.0116277580498116,"         114       79
330 8.20E+01 1.02E+02
363 7.00E+01 1.09E+02",114,330,79,363
395,2.0116250656720305,"         101      114
368 9.33E+01 7.19E+01
390 9.02E+01 8.63E+01",101,368,114,390
396,2.0116239987506783,"         114      128
319 7.88E+01 9.18E+01
363 7.00E+01 1.01E+02",114,319,128,363
397,2.0116179586970175,"         114       NP
355 7.99E+01 9.54E+01
366 7.01E+01 1.04E+02",114,355,NP,366
398,2.0116076982733073,"         114      128
375 7.12E+01 9.71E+01
390 8.63E+01 9.48E+01",114,390,128,375
399,2.011604719292816,"         114       NP
348 8.12E+01 9.46E+01
435 7.18E+01 1.04E+02",114,348,NP,435
400,2.011595203863048,"         114       78
363 7.00E+01 1.00E+02
384 8.73E+01 1.01E+02",114,363,78,384
401,2.011589953109135,"         101      114
261 9.87E+01 7.36E+01
397 9.14E+01 8.46E+01",101,261,114,397
402,2.011584295723851,"         101      114
353 9.11E+01 8.31E+01
363 9.52E+01 7.00E+01",101,363,114,353
403,2.0115798867198995,"         114      128
371 7.13E+01 9.94E+01
411 8.62E+01 9.68E+01",114,411,128,371
404,2.01157698199599,"         114       99
366 7.01E+01 9.74E+01
391 8.49E+01 9.50E+01",114,391,99,366
405,2.0115671225851313,"         114       79
366 7.01E+01 1.04E+02
391 8.49E+01 1.01E+02",114,391,79,366
406,2.011566478060006,"         114       78
260 7.36E+01 1.05E+02
384 8.73E+01 1.01E+02",114,384,78,260
407,2.0115586642119605,"         114       99
375 7.12E+01 9.67E+01
384 8.73E+01 9.55E+01",114,384,99,375
408,2.0115551536241987,"         114      128
305 8.04E+01 8.85E+01
375 7.12E+01 9.71E+01",114,305,128,375
409,2.0115474733848533,"         101      114
261 9.87E+01 7.36E+01
404 9.27E+01 8.58E+01",101,261,114,404
410,2.0115415217003316,"         114       86
381 8.73E+01 1.02E+02
454 7.20E+01 1.04E+02",114,381,86,454
411,2.0115340888890767,"         104      114
278 1.04E+02 7.82E+01
305 8.65E+01 8.04E+01",104,278,114,305
412,2.0115286448977714,"         101      114
379 9.37E+01 7.35E+01
381 8.97E+01 8.73E+01",101,379,114,381
413,2.011516627580107,"         114       99
363 7.00E+01 1.01E+02
414 8.08E+01 9.45E+01",114,414,99,363
414,2.0114984498048276,"         114       79
243 7.21E+01 1.05E+02
383 8.62E+01 1.01E+02",114,383,79,243
415,2.011492325085816,"         101      114
319 8.65E+01 7.88E+01
363 9.52E+01 7.00E+01",101,363,114,319
416,2.0114883004110546,"         114       78
383 8.62E+01 9.76E+01
447 7.26E+01 1.02E+02",114,383,78,447
417,2.0114812665318014,"         114      128
348 8.12E+01 9.39E+01
366 7.01E+01 1.00E+02",114,348,128,366
418,2.011479399392929,"         114      128
366 7.01E+01 1.00E+02
403 8.38E+01 9.68E+01",114,403,128,366
419,2.0114691912455114,"         101      114
333 9.04E+01 8.24E+01
363 9.52E+01 7.00E+01",101,363,114,333
420,2.011466944063749,"         114      128
363 7.00E+01 1.01E+02
419 8.33E+01 9.71E+01",114,419,128,363
421,2.011442316036123,"         114       NP
348 8.12E+01 9.46E+01
370 7.14E+01 1.03E+02",114,348,NP,370
422,2.011436472911134,"         114       86
297 8.36E+01 9.90E+01
370 7.14E+01 1.05E+02",114,297,86,370
423,2.0114356777336857,"         114       79
363 7.00E+01 1.09E+02
382 8.34E+01 1.04E+02",114,382,79,363
424,2.0114355394858183,"         101      114
366 9.34E+01 7.01E+01
391 9.13E+01 8.49E+01",101,366,114,391
425,2.011429766878553,"         114      128
265 7.65E+01 1.03E+02
381 8.73E+01 9.48E+01",114,381,128,265
426,2.011422514193622,"         114       99
368 7.19E+01 9.75E+01
384 8.73E+01 9.55E+01",114,384,99,368
427,2.0114215435498966,"         101      114
373 9.31E+01 7.17E+01
384 9.14E+01 8.73E+01",101,373,114,384
428,2.0114196930680617,"         104      114
316 8.80E+01 7.91E+01
366 9.65E+01 7.01E+01",104,366,114,316
429,2.0114141564779575,"         114      128
297 8.36E+01 9.21E+01
375 7.12E+01 9.71E+01",114,297,128,375
430,2.011414060767359,"         101      114
363 9.52E+01 7.00E+01
419 9.15E+01 8.33E+01",101,363,114,419
431,2.0114139712033117,"         114       99
371 7.13E+01 9.81E+01
397 8.46E+01 9.39E+01",114,397,99,371
432,2.011411813891432,"         101      114
363 9.52E+01 7.00E+01
403 9.19E+01 8.38E+01",101,363,114,403
433,2.0114113344750844,"         114       78
383 8.62E+01 9.76E+01
440 7.24E+01 1.02E+02",114,383,78,440
434,2.011409294775541,"         114       79
297 8.36E+01 9.92E+01
373 7.17E+01 1.05E+02",114,297,79,373
435,2.0113998085594154,"         114       78
371 7.13E+01 1.02E+02
384 8.73E+01 1.01E+02",114,384,78,371
436,2.011386992253873,"         114       99
324 8.21E+01 9.61E+01
363 7.00E+01 1.01E+02",114,324,99,363
437,2.0113850320021704,"         114      128
371 7.13E+01 9.94E+01
404 8.58E+01 9.65E+01",114,404,128,371
438,2.0113797452347772,"         101      114
368 9.33E+01 7.19E+01
384 9.14E+01 8.73E+01",101,368,114,384
439,2.011364539498146,"         114       78
383 8.62E+01 9.76E+01
442 7.26E+01 1.02E+02",114,383,78,442
440,2.0113605333098157,"         104      114
328 9.11E+01 8.19E+01
366 9.65E+01 7.01E+01",104,366,114,328
441,2.0113593078421332,"         101      114
363 9.52E+01 7.00E+01
417 9.21E+01 8.38E+01",101,363,114,417
442,2.0113449592638877,"         114      128
363 7.00E+01 1.01E+02
388 8.24E+01 9.61E+01",114,388,128,363
443,2.011342839312849,"         114       99
261 7.36E+01 1.02E+02
401 8.64E+01 9.66E+01",114,401,99,261
444,2.0113257607774058,"         114       79
370 7.14E+01 1.04E+02
390 8.63E+01 1.01E+02",114,390,79,370
445,2.011325478092638,"         114      128
363 7.00E+01 1.01E+02
402 8.23E+01 9.61E+01",114,402,128,363
446,2.0113240145096327,"         114      128
366 7.01E+01 1.00E+02
405 8.34E+01 9.66E+01",114,405,128,366
447,2.011319550341609,"         114       NP
298 7.84E+01 9.39E+01
366 7.01E+01 1.04E+02",114,298,NP,366
448,2.011319197330134,"         101      114
297 8.86E+01 8.36E+01
375 9.33E+01 7.12E+01",101,375,114,297
449,2.011315740604114,"         101      114
366 9.34E+01 7.01E+01
411 9.28E+01 8.62E+01",101,366,114,411
450,2.011313862633532,"         114       78
391 8.49E+01 9.84E+01
458 7.13E+01 1.02E+02",114,391,78,458
451,2.0113073009013496,"         114       86
401 8.64E+01 1.01E+02
455 7.16E+01 1.04E+02",114,401,86,455
452,2.011305247338468,"         101      114
261 9.87E+01 7.36E+01
385 9.01E+01 8.32E+01",101,261,114,385
453,2.0112990704157583,"         114       78
383 8.62E+01 9.76E+01
443 7.23E+01 1.01E+02",114,383,78,443
454,2.011298369983964,"         114       78
373 7.17E+01 1.01E+02
383 8.62E+01 9.76E+01",114,383,78,373
455,2.011288377134424,"         114      128
336 8.08E+01 9.44E+01
363 7.00E+01 1.01E+02",114,336,128,363
456,2.0112790918783143,"         114       79
381 8.73E+01 1.04E+02
458 7.13E+01 1.06E+02",114,381,79,458
457,2.0112789155091635,"         114       79
37  7.06E+01 1.04E+02
297 8.36E+01 9.92E+01",114,297,79,37
458,2.0112727312543903,"         114       86
371 7.13E+01 1.05E+02
390 8.63E+01 1.03E+02",114,390,86,371
459,2.0112646303068513,"         114      128
261 7.36E+01 1.04E+02
333 8.24E+01 9.38E+01",114,333,128,261
460,2.0112615295304304,"         114       99
305 8.04E+01 8.84E+01
375 7.12E+01 9.67E+01",114,305,99,375
461,2.0112613342561376,"         114       78
267 7.42E+01 1.04E+02
383 8.62E+01 9.76E+01",114,383,78,267
462,2.0112598491007674,"         104      114
261 1.02E+02 7.36E+01
319 8.84E+01 7.88E+01",104,261,114,319
463,2.01125623613834,"         114       99
261 7.36E+01 1.02E+02
393 8.45E+01 9.46E+01",114,393,99,261
464,2.011249697506748,"         114       78
366 7.01E+01 1.01E+02
391 8.49E+01 9.84E+01",114,391,78,366
465,2.011247517235007,"         114       78
375 7.12E+01 9.97E+01
383 8.62E+01 9.76E+01",114,383,78,375
466,2.011239714554224,"         114       NP
384 8.73E+01 1.02E+02
435 7.18E+01 1.04E+02",114,384,NP,435
467,2.011230048732527,"         101      114
369 9.43E+01 7.30E+01
390 9.02E+01 8.63E+01",101,369,114,390
468,2.011222308635179,"         114       NP
366 7.01E+01 1.04E+02
387 8.34E+01 9.99E+01",114,387,NP,366
469,2.0112146111568334,"         114       86
363 7.00E+01 1.03E+02
383 8.62E+01 1.02E+02",114,383,86,363
470,2.01120452386304,"         114       99
261 7.36E+01 1.02E+02
391 8.49E+01 9.50E+01",114,391,99,261
471,2.011200725726847,"         114      128
298 7.84E+01 9.10E+01
366 7.01E+01 1.00E+02",114,298,128,366
472,2.0111998632930144,"         104      114
261 1.02E+02 7.36E+01
407 9.32E+01 8.31E+01",104,261,114,407
473,2.011198459799995,"         114      128
363 7.00E+01 1.01E+02
386 8.14E+01 9.51E+01",114,386,128,363
474,2.0111953777127876,"         114       86
375 7.12E+01 1.04E+02
384 8.73E+01 1.03E+02",114,384,86,375
475,2.0111897706265562,"         114       99
377 7.57E+01 1.01E+02
381 8.73E+01 9.41E+01",114,381,99,377
476,2.011186578545804,"         114      128
309 7.85E+01 9.17E+01
363 7.00E+01 1.01E+02",114,309,128,363
477,2.011183090313089,"         114       99
270 7.64E+01 1.02E+02
381 8.73E+01 9.41E+01",114,381,99,270
478,2.011182723964511,"         101      114
373 9.31E+01 7.17E+01
398 9.02E+01 8.59E+01",101,373,114,398
479,2.0111795920870494,"         114      128
366 7.01E+01 1.00E+02
382 8.34E+01 9.67E+01",114,382,128,366
480,2.011175163230548,"         114       99
366 7.01E+01 9.74E+01
382 8.34E+01 9.38E+01",114,382,99,366
481,2.011171122766305,"         114       78
384 8.73E+01 1.01E+02
457 7.15E+01 1.02E+02",114,384,78,457
482,2.0111625691913413,"         114      128
363 7.00E+01 1.01E+02
409 8.25E+01 9.64E+01",114,409,128,363
483,2.0111616419175378,"         114       79
390 8.63E+01 1.01E+02
423 7.46E+01 1.08E+02",114,390,79,423
484,2.0111576357560565,"         114       NP
381 8.73E+01 1.02E+02
435 7.18E+01 1.04E+02",114,381,NP,435
485,2.011152556242581,"         114       86
368 7.19E+01 1.04E+02
401 8.64E+01 1.01E+02",114,401,86,368
486,2.011142956250022,"         114      128
369 7.30E+01 9.78E+01
381 8.73E+01 9.48E+01",114,381,128,369
487,2.011140403264149,"         101      114
368 9.33E+01 7.19E+01
398 9.02E+01 8.59E+01",101,368,114,398
488,2.0111383779027014,"         114       79
363 7.00E+01 1.09E+02
392 8.33E+01 1.05E+02",114,392,79,363
489,2.011132166350843,"         114       NP
266 8.14E+01 9.76E+01
366 7.01E+01 1.04E+02",114,266,NP,366
490,2.0111314355636134,"         114      128
371 7.13E+01 9.94E+01
391 8.49E+01 9.57E+01",114,391,128,371
