rank,O score,matrix,c1,m1,c2,m2
737,2.0102801783475206,"         101      114
370 9.34E+01 7.14E+01
393 9.02E+01 8.45E+01",101,370,114,393
738,2.0102763161306143,"         114      128
333 8.24E+01 9.38E+01
371 7.13E+01 9.94E+01",114,333,128,371
739,2.0102758999600217,"         101      114
375 9.33E+01 7.12E+01
387 8.92E+01 8.34E+01",101,375,114,387
740,2.0102749226585344,"         104      114
328 9.11E+01 8.19E+01
369 9.94E+01 7.30E+01",104,369,114,328
741,2.0102724419830436,"         114       78
305 8.04E+01 9.38E+01
371 7.13E+01 1.02E+02",114,305,78,371
742,2.0102711980154964,"         114       78
264 7.56E+01 1.10E+02
390 8.63E+01 1.03E+02",114,390,78,264
743,2.010270642609882,"         101      114
305 8.61E+01 8.04E+01
375 9.33E+01 7.12E+01",101,375,114,305
744,2.0102630421432517,"         114       78
370 7.14E+01 1.01E+02
384 8.73E+01 1.01E+02",114,384,78,370
745,2.0102599093852076,"         114       NP
350 8.04E+01 9.72E+01
366 7.01E+01 1.04E+02",114,350,NP,366
746,2.0102492535464087,"         101      114
297 8.86E+01 8.36E+01
368 9.33E+01 7.19E+01",101,368,114,297
747,2.0102484712916158,"         114       99
368 7.19E+01 9.75E+01
390 8.63E+01 9.55E+01",114,390,99,368
748,2.010245176446857,"         114       78
366 7.01E+01 1.01E+02
382 8.34E+01 9.77E+01",114,382,78,366
749,2.010241105020539,"         114       86
384 8.73E+01 1.03E+02
454 7.20E+01 1.04E+02",114,384,86,454
750,2.01023869035571,"         114      128
366 7.01E+01 1.00E+02
395 8.20E+01 9.59E+01",114,395,128,366
751,2.010233806258809,"         114       78
383 8.62E+01 9.76E+01
459 7.49E+01 1.04E+02",114,383,78,459
752,2.0102313015329347,"         114       79
243 7.21E+01 1.05E+02
391 8.49E+01 1.01E+02",114,391,79,243
753,2.0102305519195984,"         114       99
305 8.04E+01 8.84E+01
373 7.17E+01 9.64E+01",114,305,99,373
754,2.0102300667738646,"         114       99
350 8.04E+01 9.51E+01
363 7.00E+01 1.01E+02",114,350,99,363
755,2.010228601508366,"         101      114
270 9.78E+01 7.64E+01
390 9.02E+01 8.63E+01",101,270,114,390
756,2.010223982585947,"         114       78
384 8.73E+01 1.01E+02
444 7.23E+01 1.02E+02",114,384,78,444
757,2.0102206158651796,"         114       86
370 7.14E+01 1.05E+02
398 8.59E+01 1.03E+02",114,398,86,370
758,2.010211603211776,"         104      114
261 1.02E+02 7.36E+01
411 9.76E+01 8.62E+01",104,261,114,411
759,2.010211395213936,"         114       NP
370 7.14E+01 1.03E+02
390 8.63E+01 1.02E+02",114,390,NP,370
760,2.010210407117874,"         114      128
303 7.48E+01 8.82E+01
363 7.00E+01 1.01E+02",114,303,128,363
761,2.0102074810978916,"         114       86
370 7.14E+01 1.05E+02
411 8.62E+01 1.03E+02",114,411,86,370
762,2.010202278523016,"         114      128
366 7.01E+01 1.00E+02
399 8.21E+01 9.60E+01",114,399,128,366
763,2.0101968042369522,"         101      114
260 9.46E+01 7.36E+01
398 9.02E+01 8.59E+01",101,260,114,398
764,2.01019495384379,"         114       99
370 7.14E+01 9.86E+01
387 8.34E+01 9.41E+01",114,387,99,370
765,2.0101933808895445,"         101      114
261 9.87E+01 7.36E+01
388 9.03E+01 8.24E+01",101,261,114,388
766,2.0101928139584153,"         114      128
279 7.68E+01 1.02E+02
381 8.73E+01 9.48E+01",114,381,128,279
767,2.0101904513061934,"         114       79
384 8.73E+01 1.06E+02
443 7.23E+01 1.08E+02",114,384,79,443
768,2.010189275949172,"         104      114
305 8.65E+01 8.04E+01
446 9.61E+01 7.30E+01",104,446,114,305
769,2.010188363062975,"         114       99
372 7.49E+01 9.88E+01
381 8.73E+01 9.41E+01",114,381,99,372
770,2.0101878423449953,"         114       86
297 8.36E+01 9.90E+01
369 7.30E+01 1.06E+02",114,297,86,369
771,2.0101813375116335,"         114       79
297 8.36E+01 9.92E+01
370 7.14E+01 1.04E+02",114,297,79,370
772,2.0101776891269574,"         114       79
383 8.62E+01 1.01E+02
454 7.20E+01 1.04E+02",114,383,79,454
773,2.010177092211793,"         114       99
315 7.57E+01 8.96E+01
363 7.00E+01 1.01E+02",114,315,99,363
774,2.010176912965548,"         114      128
368 7.19E+01 9.76E+01
383 8.62E+01 9.56E+01",114,383,128,368
775,2.010175634611304,"         114       99
297 8.36E+01 9.21E+01
369 7.30E+01 9.83E+01",114,297,99,369
776,2.010168421216938,"         114       79
320 8.11E+01 1.03E+02
363 7.00E+01 1.09E+02",114,320,79,363
777,2.0101671670097114,"         114       78
270 7.64E+01 1.06E+02
383 8.62E+01 9.76E+01",114,383,78,270
778,2.0101663689021545,"         114       79
390 8.63E+01 1.01E+02
425 7.40E+01 1.06E+02",114,390,79,425
779,2.010165895288612,"         114       99
278 7.82E+01 1.05E+02
305 8.04E+01 8.84E+01",114,305,99,278
780,2.0101613338753106,"         104      114
366 9.65E+01 7.01E+01
390 9.70E+01 8.63E+01",104,366,114,390
781,2.01016082877381,"         114       NP
261 7.36E+01 1.05E+02
384 8.73E+01 1.02E+02",114,384,NP,261
782,2.0101558209277415,"         114      128
265 7.65E+01 1.03E+02
390 8.63E+01 9.48E+01",114,390,128,265
783,2.010155044824309,"         101      114
371 9.31E+01 7.13E+01
393 9.02E+01 8.45E+01",101,371,114,393
784,2.010152999772882,"         114       99
366 7.01E+01 9.74E+01
385 8.32E+01 9.44E+01",114,385,99,366
785,2.0101529770427793,"         114      128
379 7.35E+01 9.80E+01
384 8.73E+01 9.51E+01",114,384,128,379
786,2.010152838857765,"         114       NP
366 7.01E+01 1.04E+02
380 8.30E+01 1.00E+02",114,380,NP,366
787,2.010149951271692,"         114      128
261 7.36E+01 1.04E+02
392 8.33E+01 9.58E+01",114,392,128,261
788,2.0101472138108387,"         114       NP
366 7.01E+01 1.04E+02
385 8.32E+01 1.01E+02",114,385,NP,366
789,2.010145133327087,"         114       78
369 7.30E+01 1.01E+02
383 8.62E+01 9.76E+01",114,383,78,369
790,2.01014176482324,"         114       99
366 7.01E+01 9.74E+01
400 8.44E+01 9.58E+01",114,400,99,366
791,2.0101390419073657,"         101      114
261 9.87E+01 7.36E+01
353 9.11E+01 8.31E+01",101,261,114,353
792,2.0101358639015054,"         114       86
370 7.14E+01 1.05E+02
391 8.49E+01 1.02E+02",114,391,86,370
793,2.010134220887994,"         101      114
366 9.34E+01 7.01E+01
380 9.04E+01 8.30E+01",101,366,114,380
794,2.0101293833942075,"         114       79
383 8.62E+01 1.01E+02
435 7.18E+01 1.03E+02",114,383,79,435
795,2.0101259534168174,"         114       99
371 7.13E+01 9.81E+01
382 8.34E+01 9.38E+01",114,382,99,371
796,2.0101253781597177,"         114      128
371 7.13E+01 9.94E+01
397 8.46E+01 9.64E+01",114,397,128,371
797,2.0101244281457937,"         101      114
381 8.97E+01 8.73E+01
455 9.01E+01 7.16E+01",101,455,114,381
798,2.0101131738977243,"         101      114
363 9.52E+01 7.00E+01
415 9.22E+01 8.30E+01",101,363,114,415
799,2.0101117064270766,"         101      114
366 9.34E+01 7.01E+01
392 9.08E+01 8.33E+01",101,366,114,392
800,2.010106918000518,"         114       99
375 7.12E+01 9.67E+01
397 8.46E+01 9.39E+01",114,397,99,375
801,2.010099290164525,"         101      114
366 9.34E+01 7.01E+01
389 8.97E+01 8.23E+01",101,366,114,389
802,2.010096948114457,"         114       79
353 8.31E+01 1.05E+02
363 7.00E+01 1.09E+02",114,353,79,363
803,2.0100951424006968,"         114      128
270 7.64E+01 1.02E+02
384 8.73E+01 9.51E+01",114,384,128,270
804,2.010092682175849,"         114      128
363 7.00E+01 1.01E+02
396 8.19E+01 9.68E+01",114,396,128,363
805,2.0100924274045715,"         114       99
90  7.69E+01 9.12E+01
363 7.00E+01 1.01E+02",114,90,99,363
806,2.010083139608176,"         114       NP
305 8.04E+01 9.35E+01
379 7.35E+01 1.04E+02",114,305,NP,379
807,2.0100828439612144,"         114       NP
261 7.36E+01 1.05E+02
381 8.73E+01 1.02E+02",114,381,NP,261
808,2.010074561277983,"         114      128
370 7.14E+01 9.77E+01
401 8.64E+01 9.66E+01",114,401,128,370
809,2.0100732461636337,"         114       86
366 7.01E+01 1.04E+02
417 8.38E+01 1.02E+02",114,417,86,366
810,2.010072699942472,"         114      128
373 7.17E+01 9.73E+01
383 8.62E+01 9.56E+01",114,383,128,373
811,2.0100725104780515,"         114       79
394 8.28E+01 1.01E+02
443 7.23E+01 1.08E+02",114,394,79,443
812,2.010072232336272,"         114       86
375 7.12E+01 1.04E+02
390 8.63E+01 1.03E+02",114,390,86,375
813,2.0100681562314073,"         114       99
369 7.30E+01 9.83E+01
383 8.62E+01 9.50E+01",114,383,99,369
814,2.010067305855268,"         101      114
375 9.33E+01 7.12E+01
401 9.26E+01 8.64E+01",101,375,114,401
815,2.010061146889167,"         114       79
390 8.63E+01 1.01E+02
446 7.30E+01 1.05E+02",114,390,79,446
816,2.010056111307145,"         101      114
363 9.52E+01 7.00E+01
409 9.17E+01 8.25E+01",101,363,114,409
817,2.010054970770579,"         101      114
370 9.34E+01 7.14E+01
387 8.92E+01 8.34E+01",101,370,114,387
818,2.010053827685518,"         114       99
378 7.47E+01 9.84E+01
381 8.73E+01 9.41E+01",114,381,99,378
819,2.0100525022148013,"         114       78
305 8.04E+01 9.38E+01
457 7.15E+01 1.02E+02",114,305,78,457
820,2.0100514030939673,"         114       79
375 7.12E+01 1.04E+02
381 8.73E+01 1.04E+02",114,375,79,381
821,2.010047892350514,"         114       99
265 7.65E+01 1.03E+02
297 8.36E+01 9.21E+01",114,297,99,265
822,2.0100477912633696,"         101      114
305 8.61E+01 8.04E+01
370 9.34E+01 7.14E+01",101,370,114,305
823,2.0100472708800017,"         114       79
381 8.73E+01 1.04E+02
444 7.23E+01 1.06E+02",114,381,79,444
824,2.0100435989400034,"         114       79
390 8.63E+01 1.01E+02
457 7.15E+01 1.03E+02",114,390,79,457
825,2.0100416492400743,"         101      114
366 9.34E+01 7.01E+01
400 9.20E+01 8.44E+01",101,366,114,400
826,2.0100407243968337,"         114      128
315 7.57E+01 8.95E+01
363 7.00E+01 1.01E+02",114,315,128,363
827,2.010026436898463,"         114       78
363 7.00E+01 1.00E+02
382 8.34E+01 9.77E+01",114,382,78,363
828,2.0100247794472854,"         114       99
370 7.14E+01 9.86E+01
404 8.58E+01 9.69E+01",114,404,99,370
829,2.010024085327378,"         101      114
261 9.87E+01 7.36E+01
333 9.04E+01 8.24E+01",101,261,114,333
830,2.01002281954017,"         101      114
314 8.50E+01 7.63E+01
363 9.52E+01 7.00E+01",101,363,114,314
831,2.010022793331528,"         114       99
260 7.36E+01 9.91E+01
297 8.36E+01 9.21E+01",114,297,99,260
832,2.0100212140587894,"         114       86
297 8.36E+01 9.90E+01
454 7.20E+01 1.04E+02",114,297,86,454
833,2.0100212053058613,"         114       79
381 8.73E+01 1.04E+02
450 7.12E+01 1.04E+02",114,381,79,450
834,2.0100153464956745,"         101      114
279 9.80E+01 7.68E+01
390 9.02E+01 8.63E+01",101,279,114,390
835,2.010012678989906,"         101      114
270 9.78E+01 7.64E+01
384 9.14E+01 8.73E+01",101,270,114,384
836,2.010011431904285,"         114      128
265 7.65E+01 1.03E+02
305 8.04E+01 8.85E+01",114,305,128,265
837,2.0100114013628874,"         101      114
363 9.52E+01 7.00E+01
406 9.26E+01 8.32E+01",101,363,114,406
838,2.010009357010312,"         114       86
373 7.17E+01 1.07E+02
417 8.38E+01 1.02E+02",114,417,86,373
839,2.0100063792372547,"         101      114
261 9.87E+01 7.36E+01
319 8.65E+01 7.88E+01",101,261,114,319
840,2.0100037728531914,"         114       99
305 8.04E+01 8.84E+01
379 7.35E+01 9.86E+01",114,305,99,379
841,2.0100019400002354,"         114      128
371 7.13E+01 9.94E+01
385 8.32E+01 9.49E+01",114,385,128,371
842,2.010000298637444,"         114       79
297 8.36E+01 9.92E+01
423 7.46E+01 1.08E+02",114,297,79,423
843,2.0099981325028184,"         114       79
308 7.65E+01 9.71E+01
363 7.00E+01 1.09E+02",114,308,79,363
844,2.0099901297629503,"         114      128
368 7.19E+01 9.76E+01
398 8.59E+01 9.55E+01",114,398,128,368
845,2.009988528357294,"         104      114
309 8.85E+01 7.85E+01
366 9.65E+01 7.01E+01",104,366,114,309
846,2.009985755234704,"         101      114
261 9.87E+01 7.36E+01
403 9.19E+01 8.38E+01",101,261,114,403
847,2.0099828854176587,"         101      114
261 9.87E+01 7.36E+01
419 9.15E+01 8.33E+01",101,261,114,419
848,2.009982232766812,"         114       79
297 8.36E+01 9.92E+01
453 7.23E+01 1.05E+02",114,297,79,453
849,2.0099816926076706,"         114      128
323 7.99E+01 9.45E+01
363 7.00E+01 1.01E+02",114,323,128,363
850,2.009981531493295,"         101      114
260 9.46E+01 7.36E+01
383 9.07E+01 8.62E+01",101,260,114,383
851,2.00997918108908,"         114       86
383 8.62E+01 1.02E+02
455 7.16E+01 1.04E+02",114,383,86,455
852,2.0099768782107703,"         114       78
391 8.49E+01 9.84E+01
453 7.23E+01 1.02E+02",114,391,78,453
853,2.009975987281582,"         114       78
261 7.36E+01 1.04E+02
391 8.49E+01 9.84E+01",114,391,78,261
854,2.0099753626371557,"         114      128
261 7.36E+01 1.04E+02
416 8.34E+01 9.61E+01",114,416,128,261
855,2.0099742763224593,"         114       86
366 7.01E+01 1.04E+02
385 8.32E+01 1.01E+02",114,385,86,366
856,2.0099736023917654,"         114       99
368 7.19E+01 9.75E+01
397 8.46E+01 9.39E+01",114,397,99,368
857,2.0099695432866675,"         114       99
265 7.65E+01 1.03E+02
383 8.62E+01 9.50E+01",114,383,99,265
858,2.009969461313674,"         114       79
363 7.00E+01 1.09E+02
400 8.44E+01 1.07E+02",114,400,79,363
859,2.009967469223069,"         114       99
371 7.13E+01 9.81E+01
392 8.33E+01 9.38E+01",114,392,99,371
860,2.009967359235872,"         114       86
381 8.73E+01 1.02E+02
448 7.23E+01 1.03E+02",114,381,86,448
861,2.009966103746252,"         101      114
381 8.97E+01 8.73E+01
445 9.20E+01 7.33E+01",101,445,114,381
862,2.0099607482637594,"         114       99
294 7.30E+01 8.66E+01
363 7.00E+01 1.01E+02",114,294,99,363
863,2.0099589763266357,"         114       86
353 8.31E+01 1.00E+02
371 7.13E+01 1.05E+02",114,353,86,371
864,2.0099561371959633,"         114       78
260 7.36E+01 1.05E+02
382 8.34E+01 9.77E+01",114,382,78,260
865,2.0099548441735835,"         101      114
294 8.13E+01 7.30E+01
363 9.52E+01 7.00E+01",101,363,114,294
866,2.009949534264273,"         114       79
298 7.84E+01 9.97E+01
363 7.00E+01 1.09E+02",114,298,79,363
867,2.0099446620807986,"         114       99
371 7.13E+01 9.81E+01
411 8.62E+01 9.70E+01",114,411,99,371
868,2.00993744778122,"         101      114
261 9.87E+01 7.36E+01
417 9.21E+01 8.38E+01",101,261,114,417
869,2.00993732381607,"         101      114
309 8.74E+01 7.85E+01
363 9.52E+01 7.00E+01",101,363,114,309
870,2.0099327130595936,"         104      114
261 1.02E+02 7.36E+01
326 9.31E+01 8.20E+01",104,261,114,326
871,2.0099319861567384,"         114      128
265 7.65E+01 1.03E+02
297 8.36E+01 9.21E+01",114,297,128,265
872,2.009931714578157,"         101      114
371 9.31E+01 7.13E+01
387 8.92E+01 8.34E+01",101,371,114,387
873,2.0099269110351417,"         114       86
366 7.01E+01 1.04E+02
387 8.34E+01 1.02E+02",114,387,86,366
874,2.009926057754749,"         101      114
305 8.61E+01 8.04E+01
371 9.31E+01 7.13E+01",101,371,114,305
875,2.0099236504795943,"         114       78
305 8.04E+01 9.38E+01
452 7.23E+01 1.03E+02",114,305,78,452
876,2.009923083719822,"         114       99
278 7.82E+01 1.05E+02
297 8.36E+01 9.21E+01",114,297,99,278
877,2.0099216027866826,"         114       99
260 7.36E+01 9.91E+01
383 8.62E+01 9.50E+01",114,383,99,260
878,2.00991794185016,"         114       79
383 8.62E+01 1.01E+02
425 7.40E+01 1.06E+02",114,383,79,425
879,2.0099173671429065,"         114       99
297 8.36E+01 9.21E+01
373 7.17E+01 9.64E+01",114,297,99,373
880,2.0099156803130493,"         114       99
366 7.01E+01 9.74E+01
380 8.30E+01 9.44E+01",114,380,99,366
881,2.009908597543649,"         104      114
261 1.02E+02 7.36E+01
404 9.74E+01 8.58E+01",104,261,114,404
882,2.0099084962343325,"         114       99
355 7.99E+01 9.48E+01
363 7.00E+01 1.01E+02",114,355,99,363
883,2.0099072638083575,"         114       86
373 7.17E+01 1.07E+02
385 8.32E+01 1.01E+02",114,385,86,373
884,2.009906876948445,"         114       86
379 7.35E+01 1.05E+02
381 8.73E+01 1.02E+02",114,381,86,379
885,2.0099054602161086,"         104      114
366 9.65E+01 7.01E+01
401 9.74E+01 8.64E+01",104,366,114,401
886,2.0099001778331647,"         114       79
293 7.85E+01 9.97E+01
363 7.00E+01 1.09E+02",114,293,79,363
887,2.009896562290788,"         114       79
260 7.36E+01 1.07E+02
297 8.36E+01 9.92E+01",114,297,79,260
888,2.0098933503753234,"         114      128
369 7.30E+01 9.78E+01
390 8.63E+01 9.48E+01",114,390,128,369
889,2.0098870500641084,"         114      128
373 7.17E+01 9.73E+01
398 8.59E+01 9.55E+01",114,398,128,373
890,2.009881439372993,"         114       79
326 8.20E+01 1.04E+02
363 7.00E+01 1.09E+02",114,326,79,363
891,2.009879499924588,"         114      128
261 7.36E+01 1.04E+02
355 7.99E+01 9.22E+01",114,355,128,261
892,2.009870795490466,"         101      114
297 8.86E+01 8.36E+01
369 9.43E+01 7.30E+01",101,369,114,297
893,2.009870734403724,"         114       79
390 8.63E+01 1.01E+02
455 7.16E+01 1.03E+02",114,390,79,455
894,2.0098700918623162,"         114       79
314 7.63E+01 9.71E+01
363 7.00E+01 1.09E+02",114,314,79,363
895,2.009870039368537,"         114       99
333 8.24E+01 9.38E+01
366 7.01E+01 9.74E+01",114,333,99,366
896,2.009869418713416,"         114       99
341 8.01E+01 9.51E+01
363 7.00E+01 1.01E+02",114,341,99,363
897,2.009864448363938,"         104      114
305 8.65E+01 8.04E+01
445 9.61E+01 7.33E+01",104,445,114,305
898,2.009864397674655,"         114       NP
316 7.91E+01 9.37E+01
435 7.18E+01 1.04E+02",114,316,NP,435
899,2.0098633187199213,"         101      114
381 8.97E+01 8.73E+01
457 8.97E+01 7.15E+01",101,381,114,457
900,2.0098614414868585,"         114       86
373 7.17E+01 1.07E+02
387 8.34E+01 1.02E+02",114,387,86,373
901,2.0098604548289587,"         114      128
307 7.52E+01 8.91E+01
363 7.00E+01 1.01E+02",114,307,128,363
902,2.009858692163671,"         114       99
278 7.82E+01 1.05E+02
383 8.62E+01 9.50E+01",114,383,99,278
903,2.009856401178994,"         114       78
34  7.17E+01 9.91E+01
383 8.62E+01 9.76E+01",114,383,78,34
904,2.009854524595441,"         114      128
261 7.36E+01 1.04E+02
406 8.32E+01 9.60E+01",114,406,128,261
905,2.0098508187770756,"         101      114
370 9.34E+01 7.14E+01
401 9.26E+01 8.64E+01",101,370,114,401
906,2.00984986473455,"         114       99
369 7.30E+01 9.83E+01
398 8.59E+01 9.49E+01",114,398,99,369
907,2.0098459686502044,"         114      128
363 7.00E+01 1.01E+02
418 8.07E+01 9.55E+01",114,418,128,363
908,2.0098440079937094,"         114      128
261 7.36E+01 1.04E+02
389 8.23E+01 9.49E+01",114,389,128,261
909,2.009838770038552,"         101      114
379 9.37E+01 7.35E+01
390 9.02E+01 8.63E+01",101,379,114,390
910,2.0098380834883205,"         114      128
357 8.27E+01 9.79E+01
363 7.00E+01 1.01E+02",114,357,128,363
911,2.009834632185872,"         114       99
366 7.01E+01 9.74E+01
402 8.23E+01 9.38E+01",114,402,99,366
912,2.009833849757873,"         114       86
368 7.19E+01 1.04E+02
383 8.62E+01 1.02E+02",114,383,86,368
913,2.0098331370292457,"         114      128
261 7.36E+01 1.04E+02
316 7.91E+01 9.13E+01",114,316,128,261
914,2.0098328520076847,"         101      114
363 9.52E+01 7.00E+01
413 9.23E+01 8.28E+01",101,363,114,413
915,2.0098327573546526,"         104      114
261 1.02E+02 7.36E+01
341 9.11E+01 8.01E+01",104,261,114,341
916,2.0098324087072434,"         114       86
366 7.01E+01 1.04E+02
382 8.34E+01 1.02E+02",114,382,86,366
917,2.009832073850036,"         114       NP
348 8.12E+01 9.46E+01
379 7.35E+01 1.04E+02",114,348,NP,379
918,2.009831304300399,"         104      114
319 8.84E+01 7.88E+01
363 9.58E+01 7.00E+01",104,363,114,319
919,2.009829308812729,"         114       78
371 7.13E+01 1.02E+02
382 8.34E+01 9.77E+01",114,382,78,371
920,2.009827943331803,"         114       79
338 8.23E+01 1.05E+02
363 7.00E+01 1.09E+02",114,338,79,363
921,2.009824951652411,"         114       79
370 7.14E+01 1.04E+02
391 8.49E+01 1.01E+02",114,391,79,370
922,2.0098246373618376,"         114      128
279 7.68E+01 1.02E+02
384 8.73E+01 9.51E+01",114,384,128,279
923,2.0098244818357016,"         114      128
343 7.86E+01 9.24E+01
366 7.01E+01 1.00E+02",114,343,128,366
924,2.0098212922141916,"         114      128
295 7.84E+01 9.28E+01
363 7.00E+01 1.01E+02",114,295,128,363
925,2.0098184010397135,"         104      114
261 1.02E+02 7.36E+01
417 9.53E+01 8.38E+01",104,261,114,417
926,2.0098169402107366,"         114      128
305 8.04E+01 8.85E+01
369 7.30E+01 9.78E+01",114,305,128,369
927,2.009816487605476,"         114       99
283 7.87E+01 9.36E+01
363 7.00E+01 1.01E+02",114,283,99,363
928,2.0098142967865225,"         114       79
383 8.62E+01 1.01E+02
446 7.30E+01 1.05E+02",114,383,79,446
929,2.009812423518599,"         114      128
261 7.36E+01 1.04E+02
313 7.77E+01 8.97E+01",114,313,128,261
930,2.0098093412672062,"         114      128
375 7.12E+01 9.71E+01
401 8.64E+01 9.66E+01",114,401,128,375
931,2.00980610870869,"         114       99
266 8.14E+01 9.67E+01
363 7.00E+01 1.01E+02",114,266,99,363
932,2.0098026733854777,"         101      114
279 9.80E+01 7.68E+01
384 9.14E+01 8.73E+01",101,279,114,384
933,2.00980089481984,"         114       NP
243 7.21E+01 1.02E+02
353 8.31E+01 9.63E+01",114,353,NP,243
934,2.0098006593331106,"         114       99
373 7.17E+01 9.64E+01
383 8.62E+01 9.50E+01",114,383,99,373
935,2.009797469839265,"         114       79
383 8.62E+01 1.01E+02
457 7.15E+01 1.03E+02",114,383,79,457
936,2.0097962163105367,"         114       78
391 8.49E+01 9.84E+01
454 7.20E+01 1.02E+02",114,391,78,454
937,2.0097935814349195,"         114       78
368 7.19E+01 1.01E+02
384 8.73E+01 1.01E+02",114,384,78,368
938,2.0097906263136838,"         114       99
261 7.36E+01 1.02E+02
400 8.44E+01 9.58E+01",114,400,99,261
939,2.0097897217521745,"         114       86
305 8.04E+01 9.75E+01
371 7.13E+01 1.05E+02",114,305,86,371
940,2.0097886741476874,"         114       79
243 7.21E+01 1.05E+02
381 8.73E+01 1.04E+02",114,381,79,243
941,2.009788164809457,"         114       99
261 7.36E+01 1.02E+02
385 8.32E+01 9.44E+01",114,385,99,261
942,2.0097878371697657,"         101      114
363 9.52E+01 7.00E+01
412 9.27E+01 8.31E+01",101,363,114,412
943,2.0097869855929513,"         114       99
371 7.13E+01 9.81E+01
387 8.34E+01 9.41E+01",114,387,99,371
944,2.0097830303728617,"         114       99
366 7.01E+01 9.74E+01
389 8.23E+01 9.38E+01",114,389,99,366
945,2.009781465699484,"         114       86
375 7.12E+01 1.04E+02
398 8.59E+01 1.03E+02",114,398,86,375
946,2.0097796502860037,"         114      128
266 8.14E+01 9.64E+01
363 7.00E+01 1.01E+02",114,266,128,363
947,2.0097767333657144,"         114       NP
294 7.30E+01 8.65E+01
435 7.18E+01 1.04E+02",114,294,NP,435
948,2.009775382231965,"         114       99
343 7.86E+01 9.35E+01
363 7.00E+01 1.01E+02",114,343,99,363
949,2.009770766806912,"         101      114
270 9.78E+01 7.64E+01
398 9.02E+01 8.59E+01",101,270,114,398
950,2.009768433452059,"         114       86
375 7.12E+01 1.04E+02
411 8.62E+01 1.03E+02",114,411,86,375
951,2.009767434478119,"         114       86
373 7.17E+01 1.07E+02
382 8.34E+01 1.02E+02",114,382,86,373
952,2.009766582181519,"         114       78
264 7.56E+01 1.10E+02
397 8.46E+01 1.01E+02",114,397,78,264
953,2.009763174237235,"         114       NP
340 7.94E+01 9.65E+01
366 7.01E+01 1.04E+02",114,340,NP,366
954,2.009760662531374,"         114      128
371 7.13E+01 9.94E+01
380 8.30E+01 9.49E+01",114,380,128,371
955,2.00976029597721,"         114       86
381 8.73E+01 1.02E+02
457 7.15E+01 1.02E+02",114,381,86,457
956,2.0097550872691086,"         101      114
288 8.71E+01 7.80E+01
363 9.52E+01 7.00E+01",101,363,114,288
957,2.0097538808513375,"         101      114
276 9.49E+01 7.57E+01
381 8.97E+01 8.73E+01",101,276,114,381
958,2.0097522944521633,"         101      114
278 9.80E+01 7.82E+01
381 8.97E+01 8.73E+01",101,278,114,381
959,2.0097519875366174,"         114       79
397 8.46E+01 1.03E+02
458 7.13E+01 1.06E+02",114,397,79,458
960,2.0097507547271705,"         114       86
369 7.30E+01 1.06E+02
383 8.62E+01 1.02E+02",114,383,86,369
961,2.009750222448011,"         114       99
265 7.65E+01 1.03E+02
398 8.59E+01 9.49E+01",114,398,99,265
962,2.009749707225531,"         114       78
391 8.49E+01 9.84E+01
450 7.12E+01 1.01E+02",114,391,78,450
963,2.0097459307391388,"         114       99
303 7.48E+01 8.89E+01
363 7.00E+01 1.01E+02",114,303,99,363
964,2.009740759676867,"         114       99
363 7.00E+01 1.01E+02
439 7.82E+01 9.29E+01",114,439,99,363
965,2.0097405429246264,"         104      114
261 1.02E+02 7.36E+01
311 8.69E+01 7.64E+01",104,261,114,311
966,2.0097328160702257,"         101      114
366 9.34E+01 7.01E+01
394 9.06E+01 8.28E+01",101,366,114,394
967,2.0097275744691845,"         101      114
371 9.31E+01 7.13E+01
401 9.26E+01 8.64E+01",101,371,114,401
968,2.009725139782143,"         114       86
371 7.13E+01 1.05E+02
397 8.46E+01 1.03E+02",114,397,86,371
969,2.009721613942699,"         101      114
381 8.97E+01 8.73E+01
454 9.02E+01 7.20E+01",101,454,114,381
970,2.0097171772773375,"         114       99
342 7.92E+01 9.42E+01
363 7.00E+01 1.01E+02",114,342,99,363
971,2.0097167241559495,"         114       NP
316 7.91E+01 9.37E+01
370 7.14E+01 1.03E+02",114,316,NP,370
972,2.009716691167759,"         104      114
363 9.58E+01 7.00E+01
407 9.32E+01 8.31E+01",104,363,114,407
973,2.0097123783344566,"         114       99
297 8.36E+01 9.21E+01
379 7.35E+01 9.86E+01",114,297,99,379
974,2.0097122056839063,"         114       78
370 7.14E+01 1.01E+02
391 8.49E+01 9.84E+01",114,391,78,370
975,2.009711044927829,"         114       79
305 8.04E+01 9.78E+01
458 7.13E+01 1.06E+02",114,305,79,458
976,2.0097044765166534,"         114       99
260 7.36E+01 9.91E+01
398 8.59E+01 9.49E+01",114,398,99,260
977,2.0097015028437273,"         114       NP
382 8.34E+01 9.90E+01
435 7.18E+01 1.04E+02",114,382,NP,435
978,2.009701460882952,"         114      128
297 8.36E+01 9.21E+01
369 7.30E+01 9.78E+01",114,297,128,369
979,2.009701319599837,"         114       NP
246 7.23E+01 1.02E+02
353 8.31E+01 9.63E+01",114,353,NP,246
980,2.0096995059546456,"         114       86
375 7.12E+01 1.04E+02
391 8.49E+01 1.02E+02",114,391,86,375
981,2.0096970617805474,"         101      114
375 9.33E+01 7.12E+01
391 9.13E+01 8.49E+01",101,375,114,391
982,2.0096889310628443,"         114      128
370 7.14E+01 9.77E+01
393 8.45E+01 9.49E+01",114,393,128,370
